"","id","gene_short_name","anus","colon","log2ratio"
"67","ENSMUSG00000003949","Hlf",0.554545454545455,0.0017473789316026,-8.30996940779333
"68","ENSMUSG00000003955","Fam162a",12.8477272727273,1.39565651522716,-3.2024973443142
"69","ENSMUSG00000003992","Ssbp2",1.11477272727273,0.0159760359460809,-6.12469631850729
"70","ENSMUSG00000004035","Gstm7",0.00454545454545455,0.12855716425362,4.82184162978253
"71","ENSMUSG00000004038","Gstm3",0.00340909090909091,0.114578132800799,5.0708008504046
"72","ENSMUSG00000004044","Cavin1",1.23636363636364,0.036944583125312,-5.06459646790944
"73","ENSMUSG00000004085","Map3k20",1.02727272727273,0.196455317024463,-2.38654612919575
"74","ENSMUSG00000004366","Sst",0.00568181818181818,0.964303544682976,7.40699087505652
"75","ENSMUSG00000004473","Clec11a",0.370454545454545,0.0626560159760359,-2.56377159256835
"76","ENSMUSG00000004552","Ctse",0.00454545454545455,0.510234648027958,6.81059248864957
"77","ENSMUSG00000004655","Aqp1",0.00113636363636364,0.13754368447329,6.91932151628311
"78","ENSMUSG00000004665","Cnn2",0.715909090909091,0.0349475786320519,-4.35651199373036
"79","ENSMUSG00000004885","Crabp2",1.0875,0.00673989016475287,-7.33407460461061
"80","ENSMUSG00000004951","Hspb1",7.93977272727273,0.0576635047428857,-7.10529537580401
"81","ENSMUSG00000004952","Rasa4",0.0181818181818182,0.185971043434848,3.35450962306148
"82","ENSMUSG00000004988","Fxyd4",0.0431818181818182,1.6892161757364,5.28978616747793
"83","ENSMUSG00000005034","Prkacb",0.172727272727273,0.953070394408387,2.4640868816723
"84","ENSMUSG00000005087","Cd44",2.59204545454545,0.0983524712930604,-4.71998590414381
"85","ENSMUSG00000005225","Plekha8",0.0522727272727273,0.431352970544184,3.04473855381841
"86","ENSMUSG00000005233","Spc25",0.0215909090909091,0.147528706939591,2.7724998144459
"87","ENSMUSG00000005373","Mlxipl",0.00340909090909091,0.187219171243135,5.77919729237404
"88","ENSMUSG00000005803","Sqor",0.152272727272727,1.61258112830754,3.40464226683547
"89","ENSMUSG00000005836","Gata6",0.0136363636363636,0.688217673489765,5.65733405900099
"90","ENSMUSG00000005873","Reep5",5.23522727272727,0.909136295556665,-2.52568366791542
"91","ENSMUSG00000005973","Rcn1",0.879545454545455,0.00698951572641038,-6.97542182637485
"92","ENSMUSG00000006205","Htra1",0.577272727272727,0.00898652021967049,-6.0053466776179
"93","ENSMUSG00000006219","Fblim1",0.00681818181818182,0.611832251622566,6.48760527585764
"94","ENSMUSG00000006281","Tep1",0.0738636363636364,0.40164752870694,2.44299380540694
"95","ENSMUSG00000006342","Susd2",0.286363636363636,0.00199700449326011,-7.16386691578796
"96","ENSMUSG00000006356","Crip2",3.73409090909091,0.0496754867698452,-6.23207913669447
"97","ENSMUSG00000006360","Crip1",1.16363636363636,13.4206190713929,3.52773903066762
"98","ENSMUSG00000006362","Cbfa2t3",0.00795454545454545,0.112331502745881,3.81983927687138
"99","ENSMUSG00000006369","Fbln1",0.148863636363636,0.0142286570144783,-3.38711997966076
"100","ENSMUSG00000006398","Cdc20",0.0568181818181818,0.368197703444833,2.69605605707379
"101","ENSMUSG00000006411","Nectin4",0.8375,0.0506739890164753,-4.04677188419794
"102","ENSMUSG00000006476","Nsmf",0.0318181818181818,0.136295556665003,2.0988152265742
"103","ENSMUSG00000006519","Cyba",0.0272727272727273,1.53719420868697,5.81669665903561
"104","ENSMUSG00000006538","Ihh",0.00568181818181818,0.354468297553669,5.96316012721663
"105","ENSMUSG00000006731","B4galnt1",0.471590909090909,0.00599101347978033,-6.29859201780118
"106","ENSMUSG00000006782","Cnp",0.0215909090909091,0.147279081377933,2.77005663851757
"107","ENSMUSG00000006931","P3h4",0.373863636363636,0.0207189216175736,-4.17349133467637
"108","ENSMUSG00000007034","Slc44a4",0.00227272727272727,0.77708437343984,8.41750286918113
"109","ENSMUSG00000007038","Neu1",0.0852272727272727,0.551922116824763,2.6950776270323
"110","ENSMUSG00000007379","Dennd2c",0.530681818181818,0.0214677983025462,-4.62760097729561
"111","ENSMUSG00000007655","Cav1",0.438636363636364,0.0134797803295057,-5.02415652739266
"112","ENSMUSG00000007888","Crlf1",0.207954545454545,0.00773839241138293,-4.74809052018522
"113","ENSMUSG00000008136","Fhl2",0.0375,0.308287568647029,3.03931421482554
"114","ENSMUSG00000008206","Cers4",0.101136363636364,0.562656015976036,2.47595137691778
"115","ENSMUSG00000008540","Mgst1",4.89090909090909,1.02770843734398,-2.2506716215234
"116","ENSMUSG00000008999","Bmp7",0.265909090909091,0.00449326010983525,-5.88702671042914
"117","ENSMUSG00000009145","Dqx1",0.0215909090909091,0.116075886170744,2.42657240026376
"118","ENSMUSG00000009394","Syn2",0.00227272727272727,0.164503245132302,6.17754766272
"119","ENSMUSG00000009545","Kcnq1",0.00454545454545455,0.45282076884673,6.63837174824047
"120","ENSMUSG00000009647","Mcu",0.181818181818182,0.815526709935097,2.16523565226265
"121","ENSMUSG00000010051","Hyal1",0.161363636363636,0.0374438342486271,-2.10751542129685
"122","ENSMUSG00000011008","Mcoln2",0.00340909090909091,0.216425361957064,5.98833869021263
"123","ENSMUSG00000011267","Zfp296",0.129545454545455,0.00998502246630055,-3.69754891156543
"124","ENSMUSG00000011632","Pinlyp",0.817045454545455,0.00199700449326011,-8.67643495272735
"125","ENSMUSG00000011884","Gltp",7.45454545454545,0.567898152770844,-3.71441626182007
"126","ENSMUSG00000011958","Bnip2",0.671590909090909,0.132051922116825,-2.34647740035156
"127","ENSMUSG00000012428","Steap4",0.209090909090909,0.0274588117823265,-2.9287892348204
"128","ENSMUSG00000012443","Kif11",0.0272727272727273,0.235396904643035,3.10956446766589
"129","ENSMUSG00000013033","Adgrl1",0.146590909090909,0.0197204193709436,-2.8940334995342
"130","ENSMUSG00000013076","Amotl1",0.797727272727273,0.0374438342486271,-4.41309552209673
"131","ENSMUSG00000013236","Ptprs",0.701136363636364,0.0646530204692961,-3.43890538375091
"132","ENSMUSG00000013523","Bcas1",0.00454545454545455,0.203944083874189,5.48760527585764
"133","ENSMUSG00000013643","Lypd8",0.315909090909091,38.5549176235647,6.93126162121548
"134","ENSMUSG00000013653","1810065E05Rik",0,0.155267099350974,Inf
"135","ENSMUSG00000013766","Ly6g6e",0.715909090909091,0.123814278582127,-2.53159870028845
"136","ENSMUSG00000014361","Mertk",0.0204545454545455,0.137294058911633,2.74677581468166
"137","ENSMUSG00000014592","Camta1",0.932954545454545,0.212181727408887,-2.13650637304079
"138","ENSMUSG00000014776","Nol3",0.1625,0.0247129306040939,-2.71710170898683
"139","ENSMUSG00000014778","Fhod1",0.0147727272727273,0.0938592111832252,2.6675621412485
"140","ENSMUSG00000015093","Clic3",1.22727272727273,0.00399400898652022,-8.26340258933888
"141","ENSMUSG00000015143","Actn1",0.128409090909091,0.623564653020469,2.27979180690472
"142","ENSMUSG00000015189","Casd1",0.0909090909090909,0.848976535197204,3.22322820353243
"143","ENSMUSG00000015247","Nipsnap3b",0.0886363636363636,0.518721917124313,2.54899072775392
"144","ENSMUSG00000015405","Ace2",0.442045454545455,0.0833749375936096,-2.40650904480019
"145","ENSMUSG00000015619","Gata3",1.77159090909091,0.00948577134298552,-7.54506469154225
"146","ENSMUSG00000015647","Lama5",0.285227272727273,0.00848726909635547,-5.07066770498848
"147","ENSMUSG00000015766","Eps8",0.0397727272727273,1.63230154767848,5.3589842987136
"148","ENSMUSG00000015846","Rxra",0.7,0.161507738392411,-2.11575163099044
"149","ENSMUSG00000015880","Ncapg",0.0204545454545455,0.134298552171742,2.71495036882626
"150","ENSMUSG00000016256","Ctsz",0.169318181818182,0.933349975037444,2.46268124310796
"151","ENSMUSG00000016382","Pls3",0.7125,0.0848726909635547,-3.06951768895239
"152","ENSMUSG00000017204","Gsdma",0.125,0.00249625561657514,-5.64601861092535
"153","ENSMUSG00000017311","Pyy",0.0977272727272727,10.0137294058912,6.67900242981709
"154","ENSMUSG00000017386","Traf4",0.0465909090909091,0.395906140788817,3.08703805879785
"155","ENSMUSG00000017493","Igfbp4",0.478409090909091,0.0379430853719421,-3.65633590191086
"156","ENSMUSG00000017677","Wsb1",0.25,1.01048427358962,2.0150468688816
"157","ENSMUSG00000017688","Hnf4g",0.00113636363636364,0.162506240639041,7.15992674087759
"158","ENSMUSG00000017713","Tha1",0.0181818181818182,0.0851223165252122,2.22704093673612
"159","ENSMUSG00000017716","Birc5",0.0920454545454545,0.768347478781827,3.06134052115554
"160","ENSMUSG00000017723","Wfdc2",0.581818181818182,13.0247129306041,4.48453938374438
"161","ENSMUSG00000017754","Pltp",0.188636363636364,0.0054917623564653,-5.10219480499768
"162","ENSMUSG00000017765","Slc12a4",0.219318181818182,0.00199700449326011,-6.77904402955613
"163","ENSMUSG00000017929","B4galt5",0,0.176984523215177,Inf
"164","ENSMUSG00000017950","Hnf4a",0.0193181818181818,1.53344982526211,6.31067783442553
"165","ENSMUSG00000017978","Cadps2",0.00340909090909091,0.372940589116325,6.77341493978003
"166","ENSMUSG00000018012","Rac3",0.501136363636364,0.113829256115826,-2.13833182368083
"167","ENSMUSG00000018102","Hist1h2bc",0.839772727272727,3.76135796305542,2.16318277151319
"168","ENSMUSG00000018126","Baiap2l2",0.00227272727272727,0.366200698951573,7.33206616338534
"169","ENSMUSG00000018143","Mafk",0.107954545454545,0.955566650024963,3.14593251386703
"170","ENSMUSG00000018171","Vmp1",0.751136363636364,3.66175736395407,2.28538945019277
"171","ENSMUSG00000018217","Pmp22",0.0375,2.25361957064403,5.90920959154533
"172","ENSMUSG00000018500","Adora2b",0.129545454545455,0.000499251123315027,-8.01947700645279
"173","ENSMUSG00000018554","Ybx2",0.0159090909090909,0.165002496255617,3.37456454716204
"174","ENSMUSG00000018569","Cldn7",0.103409090909091,10.0386919620569,6.60106446710433
"175","ENSMUSG00000018593","Sparc",0.517045454545455,0.0394408387418872,-3.712528979197
"176","ENSMUSG00000018648","Dusp14",0.177272727272727,0.0354468297553669,-2.32224209164561
"177","ENSMUSG00000018672","Copz2",0.210227272727273,0.017973040439341,-3.54804345136205
"178","ENSMUSG00000018796","Acsl1",1.10795454545455,0.276585122316525,-2.00210323487583
"179","ENSMUSG00000018800","Abca5",0.106818181818182,0.0197204193709436,-2.43739509578858
"180","ENSMUSG00000018862","Otop3",0.229545454545455,0.000499251123315027,-8.84479847503984
"181","ENSMUSG00000018899","Irf1",0.0761363636363636,0.703444832750874,3.20777971356382
"182","ENSMUSG00000018906","P4ha2",0.171590909090909,0.0217174238642037,-2.9820482357644
"183","ENSMUSG00000018907","Alox12e",0.217045454545455,0.0124812780828757,-4.12015963054907
"184","ENSMUSG00000018927","Ccl6",0.0193181818181818,0.483524712930604,4.64555840506487
"185","ENSMUSG00000018965","Ywhah",0.540909090909091,2.86395406889666,2.40455030556107
"186","ENSMUSG00000019102","Aldh3a1",0.871590909090909,0.00848726909635547,-6.68220691854064
"187","ENSMUSG00000019139","Isyna1",0.0738636363636364,0.478781827259111,2.69643219970163
"188","ENSMUSG00000019320","Noxo1",0.0284090909090909,0.956315526709935,5.07306212836111
"189","ENSMUSG00000019359","Gdpd2",0.503409090909091,0.0109835247129306,-5.51831826220577
"190","ENSMUSG00000019370","Calm3",0.409090909090909,2.04917623564653,2.32455068322283
"191","ENSMUSG00000019478","Rab4a",0.0204545454545455,0.205192211682476,3.32648258995132
"192","ENSMUSG00000019647","Sema6a",0.00340909090909091,0.232651023464803,6.09263665164508
"193","ENSMUSG00000019718","L3hypdh",0.153409090909091,0.0351972041937094,-2.12385123694009
"194","ENSMUSG00000019734","Tmc4",0.227272727272727,1.54543185222167,2.76551356188039
"195","ENSMUSG00000019761","Krt10",90.8568181818182,0.304043934098852,-8.22317116569567
"196","ENSMUSG00000019768","Esr1",0.222727272727273,0.0257114328507239,-3.11479630922004
"197","ENSMUSG00000019779","Frk",0.0477272727272727,0.45981028457314,3.26815293102453
"198","ENSMUSG00000019817","Plagl1",1.34204545454545,0.00599101347978033,-7.80741774096405
"199","ENSMUSG00000019848","Popdc3",0.251136363636364,0.00124812780828757,-7.65256145679212
"200","ENSMUSG00000019851","Perp",25.6659090909091,2.31577633549675,-3.47028553653019
"201","ENSMUSG00000019852","Arfgef3",0.00454545454545455,0.59935097353969,7.04283269594237
"202","ENSMUSG00000019853","Hebp2",0.897727272727273,0.142036944583125,-2.66001099304593
"203","ENSMUSG00000019876","Pkib",0.129545454545455,0.00399400898652022,-5.01947700645279
"204","ENSMUSG00000019878","Hsf2",0.194318181818182,0.0476784822765851,-2.0270106791382
"205","ENSMUSG00000019888","Mgat4c",0,0.102845731402896,Inf
"206","ENSMUSG00000019889","Ptprk",0.0897727272727273,0.621567648527209,2.79156228649029
"207","ENSMUSG00000019916","P4ha1",0.340909090909091,0.0569146280579131,-2.58251566861919
"208","ENSMUSG00000019942","Cdk1",0.0715909090909091,0.461557663504743,2.68866259361623
"209","ENSMUSG00000019944","Rhobtb1",0.101136363636364,0.00673989016475287,-3.90743292109098
"210","ENSMUSG00000019966","Kitl",0.136363636363636,0.563155267099351,2.04607376450223
"211","ENSMUSG00000019982","Myb",0.107954545454545,0.823764353469795,2.93180770851418
"212","ENSMUSG00000019986","Ahi1",0.182954545454545,0.017473789316026,-3.3882208534577
"213","ENSMUSG00000020000","Moxd1",0.644318181818182,0.00873689465801298,-6.20450890028531
"214","ENSMUSG00000020007","Il20ra",0.117045454545455,0.000499251123315027,-7.87308751947127
"215","ENSMUSG00000020017","Hal",0.427272727272727,0.00274588117823265,-7.28174422532839
"216","ENSMUSG00000020027","Socs2",0.0170454545454545,0.576385421867199,5.07957486987755
"217","ENSMUSG00000020029","Nudt4",0.315909090909091,2.06789815277084,2.71058377320896
"218","ENSMUSG00000020042","Btbd11",0.147727272727273,0.0159760359460809,-3.2089548053165
"219","ENSMUSG00000020044","Timp3",0.219318181818182,1.17024463305042,2.41571282486612
"220","ENSMUSG00000020057","Dram1",0.114772727272727,0.00124812780828757,-6.52287038015248
"221","ENSMUSG00000020062","Slc5a8",0.0147727272727273,1.65376934598103,6.80667802879615
"222","ENSMUSG00000020072","Pbld2",0.00568181818181818,0.212431352970544,5.22450023451055
"223","ENSMUSG00000020086","H2afy2",0.132954545454545,0.00424363454817773,-4.96948887062111
"224","ENSMUSG00000020098","Pcbd1",0.0340909090909091,0.580878681977034,4.09077790750878
"225","ENSMUSG00000020099","Unc5b",0.0352272727272727,0.189465801298053,2.42717277274054
"226","ENSMUSG00000020121","Srgap1",0.0295454545454545,0.155516724912631,2.39606164259486
"227","ENSMUSG00000020122","Egfr",0.726136363636364,0.136045931103345,-2.41614669357075
"228","ENSMUSG00000020142","Slc1a4",0.185227272727273,0.035946080878682,-2.36539014507681
"229","ENSMUSG00000020150","Gamt",0.0886363636363636,0.0139790314528208,-2.66463428909269
"230","ENSMUSG00000020151","Ptprr",0.00113636363636364,0.13354967548677,6.87680808900046
"231","ENSMUSG00000020160","Meis1",0.994318181818182,0.00973539690464304,-6.67432398014549
"232","ENSMUSG00000020182","Ddc",0.00113636363636364,0.549425861208188,8.91735643760351
"233","ENSMUSG00000020183","Cpm",0.025,0.366200698951573,3.87263454474804
"234","ENSMUSG00000020186","Csrp2",0.185227272727273,6.9418372441338,5.22794909993787
"235","ENSMUSG00000020205","Phlda1",0.075,3.45082376435347,5.52390639051697
"236","ENSMUSG00000020250","Txnrd1",0.15,0.933349975037444,2.63745564421167
"237","ENSMUSG00000020261","Slc36a1",0.0625,0.49800299550674,2.994226325297
"238","ENSMUSG00000020262","Adarb1",0.122727272727273,0.00524213679480779,-4.54915707167276
"239","ENSMUSG00000020263","Appl2",0.0988636363636364,0.58836744882676,2.57320555511339
"240","ENSMUSG00000020325","Fstl3",0.195454545454545,0.0257114328507239,-2.92635121980693
"241","ENSMUSG00000020330","Hmmr",0.0238636363636364,0.261607588617074,3.45451858647064
"242","ENSMUSG00000020334","Slc22a4",0.263636363636364,0.00224663005491762,-6.87464298597331
"243","ENSMUSG00000020340","Cyfip2",0.152272727272727,0.00149775336994508,-6.66771368202466
"244","ENSMUSG00000020388","Pdlim4",0.817045454545455,0.0773839241138293,-3.40031054745311
"245","ENSMUSG00000020393","Kremen1",0.442045454545455,0.0948577134298552,-2.22035772894329
"246","ENSMUSG00000020400","Tnip1",0.109090909090909,0.465801298052921,2.09418377784255
"247","ENSMUSG00000020407","Upp1",0.0147727272727273,0.227408886669995,3.94428053337291
"248","ENSMUSG00000020423","Btg2",2.0625,14.7516225661508,2.8384076241997
"249","ENSMUSG00000020424","Gatsl3",0.245454545454545,0.00748876684972541,-5.034583898843
"250","ENSMUSG00000020427","Igfbp3",0.943181818181818,0.0132301547678482,-6.15563406395914
"251","ENSMUSG00000020467","Efemp1",0.204545454545455,0.0124812780828757,-4.034583898843
"252","ENSMUSG00000020520","Galnt10",0.0272727272727273,0.208686969545681,2.93580963907168
"253","ENSMUSG00000020553","Pctp",0.0125,0.110584123814279,3.14514427762967
"254","ENSMUSG00000020566","Atp6v1c2",0.123863636363636,0.00324513230154768,-5.25433159892388
"255","ENSMUSG00000020577","Tspan13",0.0125,0.491762356465302,5.29796130341839
"256","ENSMUSG00000020581","Agr2",0.120454545454545,9.80654018971543,6.34718349310787
"257","ENSMUSG00000020592","Sdc1",3.71818181818182,0.82426360459311,-2.17341962031654
"258","ENSMUSG00000020607","Fam84a",0.620454545454545,0.0409385921118323,-3.92179212858982
"259","ENSMUSG00000020609","Apob",0.00113636363636364,0.134797803295057,6.89022860476278
"260","ENSMUSG00000020654","Adcy3",0.194318181818182,0.00299550673989016,-6.01947700645279
"261","ENSMUSG00000020656","Grhl1",0.728409090909091,0.00848726909635547,-6.42330469765645
"262","ENSMUSG00000020679","Hnf1b",0.00568181818181818,0.17973040439341,4.98333800915426
"263","ENSMUSG00000020785","Camkk1",0.159090909090909,0.00973539690464304,-4.03046779037077
"264","ENSMUSG00000020788","Atp2a3",0.0227272727272727,0.980029955067399,5.43032937029076
"265","ENSMUSG00000020839","Tmigd1",0.232954545454545,0.00449326010983525,-5.69614209035118
"266","ENSMUSG00000020840","Blmh",1.88295454545455,0.369196205691463,-2.35053854241043
"267","ENSMUSG00000020844","Nxn",0.95,0.0167249126310534,-5.82785693391116
"268","ENSMUSG00000020846","Rflnb",0.157954545454545,0.859211183225162,2.44350331702865
"269","ENSMUSG00000020847","Rph3al",0.0204545454545455,0.0923614578132801,2.17486946678595
"270","ENSMUSG00000020875","Hoxb9",0.00568181818181818,0.505242136794808,6.4744784875189
"271","ENSMUSG00000020897","Aurkb",0.0181818181818182,0.23190214677983,3.6729477940946
"272","ENSMUSG00000020905","Usp43",0.0511363636363636,0.211682476285572,2.04948036594548
"273","ENSMUSG00000020911","Krt19",0.279545454545455,27.8042935596605,6.63608098526406
"274","ENSMUSG00000020913","Krt24",0.214772727272727,0,-Inf
"275","ENSMUSG00000020914","Top2a",0.189772727272727,0.814028956565152,2.10080744098637
"276","ENSMUSG00000020916","Krt36",0.00795454545454545,0.310534198701947,5.28682885578495
"277","ENSMUSG00000020937","Plcd3",0.153409090909091,0.00599101347978033,-4.67844008861772
"278","ENSMUSG00000021054","Sgpp1",1.74204545454545,0.162506240639041,-3.42221524078119
"279","ENSMUSG00000021068","Nin",0.223863636363636,0.0232151772341488,-3.26948000063639
"280","ENSMUSG00000021069","Pygl",0.195454545454545,0.00698951572641038,-4.80549682493254
"281","ENSMUSG00000021097","Clmn",0.0818181818181818,1.0698951572641,3.70890414094619
"282","ENSMUSG00000021108","Prkch",0.210227272727273,0.0409385921118323,-2.36041644818628
"283","ENSMUSG00000021123","Rdh12",1.25113636363636,0.00798801797304044,-7.29118574585242
"284","ENSMUSG00000021187","Tc2n",0.00454545454545455,0.219670494258612,5.59477272123661
"285","ENSMUSG00000021194","Chga",0.00340909090909091,0.539940089865202,7.30726845695277
"286","ENSMUSG00000021208","Ifi27l2b",0.0147727272727273,1.36595107338992,6.53082580445676
"287","ENSMUSG00000021211","Akr1c12",0.0136363636363636,1.03220169745382,6.24212212104943
"288","ENSMUSG00000021213","Akr1c13",0.0181818181818182,1.06240639041438,5.86869544321314
"289","ENSMUSG00000021250","Fos",2.94318181818182,21.8092860708937,2.88949396982689
"290","ENSMUSG00000021263","Degs2",0.00909090909090909,0.761357963055417,6.38800653504956
"291","ENSMUSG00000021306","Gpr137b",0.00795454545454545,0.231153270094858,4.86092646891458
"292","ENSMUSG00000021336","Slc17a4",0.00113636363636364,0.112331502745881,6.62719419892899
"293","ENSMUSG00000021340","Gpld1",0.235227272727273,0.0491762356465302,-2.258022130331
"294","ENSMUSG00000021359","Tfap2a",0.703409090909091,0.00698951572641038,-6.65302766944471
"295","ENSMUSG00000021365","Nedd9",0.0386363636363636,0.575386919620569,3.89650120177831
"296","ENSMUSG00000021367","Edn1",0.196590909090909,1.42511233150275,2.85780712707041
"297","ENSMUSG00000021453","Gadd45g",0.0772727272727273,0.484772840738892,2.6492776518808
"298","ENSMUSG00000021456","Fbp2",0.0693181818181818,1.55616575137294,4.48861810977443
"299","ENSMUSG00000021506","Pitx1",1.59431818181818,0.0109835247129306,-7.18145466727065
"300","ENSMUSG00000021508","Cxcl14",0.642045454545455,0.0159760359460809,-5.3286940495906
"301","ENSMUSG00000021556","Golm1",0.0318181818181818,2.74413379930105,6.43035561805142
"302","ENSMUSG00000021636","Marveld2",0.05,0.237393909136296,2.24728291993522
"303","ENSMUSG00000021638","Ocln",0.114772727272727,0.560409385921118,2.28770125458867
"304","ENSMUSG00000021640","Naip1",0.00568181818181818,0.647778332501248,6.83300373606983
"305","ENSMUSG00000021665","Hexb",0.176136363636364,1.74388417373939,3.30753952983258
